invoice_number,transaction_id,invoice_date,client_name,client_ruc,subtotal,iva_amount,total_invoice,payment_method,card_type,status,erp_module
FAC-002317,TXN-202411-0335,2024-11-19,Promociones Sáenz S.Com.,1157410376226,59.64,8.95,68.59,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-002318,TXN-202411-0336,2024-11-23,Consultoría del Noroeste S.C.P,5294152583851,2058.24,308.74,2366.98,Medianet,AMEX,PAGADA,Ventas
FAC-002319,TXN-202411-0337,2024-11-30,Nidia Palma Pazos S.A.,6535781164466,63.04,9.46,72.5,PayPhone,VISA,PAGADA,POS
FAC-002320,TXN-202411-0338,2024-11-28,Infraestructuras Contreras y asociados S.L.N.E,7447132901029,727.16,109.07,836.23,Datafast,VISA,PAGADA,Ventas
FAC-002321,TXN-202411-0339,2024-11-26,Rovira y asociados S.L.N.E,9315851185811,68.33,10.25,78.58,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-002322,TXN-202411-0340,2024-11-08,Instalaciones del Norte S.A.,1614602353596,58.23,8.74,66.97,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-002323,TXN-202411-0341,2024-11-08,Transportes QGV S.Coop.,7528901408123,2219.73,332.96,2552.69,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002324,TXN-202411-0342,2024-11-19,Solsona y asociados S.Coop.,5363167660271,32.9,4.94,37.84,Datafast,AMEX,PAGADA,E-commerce
FAC-002325,TXN-202411-0343,2024-11-21,Construcción Aroca y asociados S.L.,6089278884787,33.6,5.04,38.64,Datafast,DINERS,PAGADA,E-commerce
FAC-002326,TXN-202411-0344,2024-11-12,Consuelo Zabaleta Durán S.L.,2181938347705,92.86,13.93,106.79,PayPhone,VISA,PAGADA,E-commerce
FAC-002327,TXN-202411-0345,2024-11-01,Iborra y asociados S.Coop.,2104730802821,62.82,9.42,72.24,PayPhone,VISA,PAGADA,Ventas
FAC-002328,TXN-202411-0346,2024-11-13,Martinez y Ayala S.Com.,3711482414304,118.27,17.74,136.01,Medianet,VISA,PAGADA,POS
FAC-002329,TXN-202411-0347,2024-11-08,Rebeca Verdú Sotelo S.L.N.E,4746978942596,180.83,27.13,207.96,Medianet,VISA,PAGADA,Ventas
FAC-002330,TXN-202411-0348,2024-11-22,Vallés y Ramirez S.A.,3849001976893,54.32,8.15,62.47,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-002331,TXN-202411-0349,2024-11-12,Maximiliano Andreu Tejedor S.L.,4145004195113,329.64,49.45,379.09,Datafast,VISA,PAGADA,Ventas
FAC-002332,TXN-202411-0350,2024-11-24,Hnos Cañete S.Coop.,9003076617061,263.04,39.46,302.5,Datafast,DINERS,PAGADA,Ventas
FAC-002333,TXN-202411-0351,2024-11-06,Carrera y asociados S.L.,5968464820987,346.7,52.0,398.7,Medianet,VISA,PAGADA,Ventas
FAC-002334,TXN-202411-0352,2024-11-04,Promociones Salmerón y asociados S.Coop.,2684818186969,190.74,28.61,219.35,Datafast,DINERS,PAGADA,E-commerce
FAC-002335,TXN-202411-0353,2024-11-23,Industrias SIN S.A.,2734440557247,30.93,4.64,35.57,Medianet,DINERS,PAGADA,POS
FAC-002336,TXN-202411-0354,2024-11-23,Casanova y Nadal S.L.,6921396362091,27.51,4.13,31.64,Datafast,VISA,PAGADA,POS
FAC-002337,TXN-202411-0355,2024-11-08,Carnero y Sanabria S.A.,6204941723190,30.53,4.58,35.11,PayPhone,VISA,PAGADA,Ventas
FAC-002338,TXN-202411-0356,2024-11-17,Talleres LUR S.C.P,1870668637218,53.38,8.01,61.39,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-002339,TXN-202411-0357,2024-11-12,Moles y asociados S.L.,5689358404705,563.37,84.5,647.87,Datafast,MASTERCARD,PAGADA,POS
FAC-002340,TXN-202411-0358,2024-11-13,Codina & Asociados S.Coop.,9871265656416,4.65,0.7,5.35,Datafast,DINERS,PAGADA,Ventas
FAC-002341,TXN-202411-0359,2024-11-06,Inmobiliaria Española S.C.P,5066671571112,383.42,57.51,440.93,Datafast,AMEX,PAGADA,Ventas
FAC-002342,TXN-202411-0360,2024-11-04,Hnos Moll S.A.,1470180589359,67.98,10.2,78.18,Medianet,VISA,PAGADA,E-commerce
FAC-002343,TXN-202411-0361,2024-11-23,Hnos Paniagua S.Coop.,6479262552576,395.13,59.27,454.4,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-002344,TXN-202411-0362,2024-11-30,Tomás Porta Castañeda S.C.P,2050335984808,44.92,6.74,51.66,Medianet,AMEX,PAGADA,Ventas
FAC-002345,TXN-202411-0363,2024-11-30,Finanzas Lara & Asociados S.L.U.,6318683043422,65.28,9.79,75.07,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-002346,TXN-202411-0364,2024-11-04,Grupo Leal S.L.L.,8597853210133,130.7,19.6,150.3,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002347,TXN-202411-0365,2024-11-15,Infraestructuras Cañellas S.Coop.,8489309040037,192.79,28.92,221.71,Datafast,VISA,PAGADA,Ventas
FAC-002348,TXN-202411-0366,2024-11-18,Farmaceútica Ibéricos S.L.N.E,6358490140565,11.94,1.79,13.73,Medianet,VISA,PAGADA,E-commerce
FAC-002349,TXN-202411-0367,2024-11-07,Suministros Iberia S.Coop.,1025787090959,57.67,8.65,66.32,Datafast,VISA,PAGADA,Ventas
FAC-002350,TXN-202411-0368,2024-11-27,Manufacturas del Sur S.L.U.,1727990463691,1479.18,221.88,1701.06,Datafast,VISA,PAGADA,E-commerce
FAC-002351,TXN-202411-0369,2024-11-22,Barros & Asociados S.Com.,8691838648836,38.25,5.74,43.99,Medianet,AMEX,PAGADA,Ventas
FAC-002352,TXN-202411-0370,2024-11-13,Construcción Taboada & Asociados S.Coop.,2769616367717,263.83,39.58,303.41,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002353,TXN-202411-0371,2024-11-10,Transportes Fuente S.A.,6852969426915,54.14,8.12,62.26,Medianet,VISA,PAGADA,E-commerce
FAC-002354,TXN-202411-0372,2024-11-04,Aguirre y asociados S.Coop.,4489788141245,5.9,0.89,6.79,Datafast,VISA,PAGADA,Ventas
FAC-002355,TXN-202411-0373,2024-11-25,Vera Ordóñez Busquets S.A.,3077050875505,69.06,10.36,79.42,Medianet,MASTERCARD,PAGADA,Ventas
FAC-002356,TXN-202411-0374,2024-11-03,Infraestructuras Rosselló & Asociados S.A.,6524481888678,7.06,1.06,8.12,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-002357,TXN-202411-0375,2024-11-11,Somoza & Asociados S.Coop.,8550139193870,132.88,19.93,152.81,PayPhone,MASTERCARD,PAGADA,POS
FAC-002358,TXN-202411-0376,2024-11-12,Ariño y asociados S.L.,6641420134984,1271.52,190.73,1462.25,Datafast,VISA,PAGADA,POS
FAC-002359,TXN-202411-0377,2024-11-17,Comercial HR S.Coop.,3782814046247,339.3,50.89,390.19,Datafast,AMEX,PAGADA,Ventas
FAC-002360,TXN-202411-0378,2024-11-15,Ríos y asociados S.L.,7863572362733,18.34,2.75,21.09,Medianet,MASTERCARD,PAGADA,Ventas
FAC-002361,TXN-202411-0379,2024-11-07,Servicios Llamas S.L.,1689034544684,17.63,2.64,20.27,PayPhone,MASTERCARD,PAGADA,POS
FAC-002362,TXN-202411-0380,2024-11-23,Amat & Asociados S.L.,4121095496861,882.67,132.4,1015.07,Medianet,VISA,PAGADA,E-commerce
FAC-002363,TXN-202411-0381,2024-11-27,Infraestructuras Plana S.Coop.,7273079099199,57.41,8.61,66.02,PayPhone,VISA,PAGADA,E-commerce
FAC-002364,TXN-202411-0382,2024-11-27,Arregui y Tapia S.Coop.,9284676170995,205.35,30.8,236.15,PayPhone,DINERS,PAGADA,Ventas
FAC-002365,TXN-202411-0383,2024-11-29,Banco Tirado y asociados S.A.,2510356257621,47.95,7.19,55.14,Datafast,VISA,PAGADA,Ventas
FAC-002366,TXN-202411-0384,2024-11-29,Talleres del Noroeste S.Coop.,1790280579550,1108.13,166.22,1274.35,Medianet,MASTERCARD,PAGADA,Ventas
FAC-002367,TXN-202411-0385,2024-11-14,Soluciones Internacionales S.L.,1304441566305,221.45,33.22,254.67,Medianet,VISA,PAGADA,Ventas
FAC-002368,TXN-202411-0386,2024-11-20,Manufacturas Ibérica S.A.,6727562202175,247.87,37.18,285.05,Datafast,AMEX,PAGADA,Ventas
FAC-002369,TXN-202411-0387,2024-11-22,Burgos y Mayoral S.Com.,7992839053701,233.59,35.04,268.63,Medianet,VISA,PAGADA,E-commerce
FAC-002370,TXN-202411-0388,2024-11-16,Despacho Real y asociados S.Coop.,3976072032489,63.19,9.48,72.67,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-002371,TXN-202411-0389,2024-11-22,Agullo y asociados S.L.,3423775677946,992.39,148.86,1141.25,Datafast,VISA,PAGADA,Ventas
FAC-002372,TXN-202411-0390,2024-11-19,Farmaceútica Ramos S.C.P,5985324148426,22.91,3.44,26.35,PayPhone,VISA,PAGADA,Ventas
FAC-002373,TXN-202411-0391,2024-11-03,Consultoría QMRG S.A.,9389880775746,392.43,58.86,451.29,Datafast,VISA,PAGADA,Ventas
FAC-002374,TXN-202411-0392,2024-11-16,Minería Española S.L.N.E,5485785645192,6.68,1.0,7.68,PayPhone,VISA,PAGADA,E-commerce
FAC-002375,TXN-202411-0393,2024-11-23,Comercial Ordóñez S.Com.,4527934682985,9.8,1.47,11.27,Datafast,VISA,PAGADA,E-commerce
FAC-002376,TXN-202411-0394,2024-11-20,Llorens & Asociados S.Com.,2165228735118,13.66,2.05,15.71,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002377,TXN-202411-0395,2024-11-24,Hermanos Rosa S.L.U.,6978634144877,2105.54,315.83,2421.37,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-002378,TXN-202411-0396,2024-11-09,Recio y Fabra S.A.,6647639710318,60.4,9.06,69.46,Datafast,VISA,PAGADA,Ventas
FAC-002379,TXN-202411-0397,2024-11-05,Moraleda y asociados S.L.N.E,7872779606888,212.48,31.87,244.35,Datafast,VISA,PAGADA,Ventas
FAC-002380,TXN-202411-0398,2024-11-24,Despacho DF S.L.,9567420505784,192.23,28.84,221.07,Medianet,VISA,PAGADA,Ventas
FAC-002381,TXN-202411-0399,2024-11-10,Hermanos Martin S.L.,6122163465186,289.3,43.4,332.7,Datafast,VISA,PAGADA,POS
FAC-002382,TXN-202411-0400,2024-11-03,Llobet y Hidalgo S.Com.,5015312141382,11.61,1.74,13.35,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002383,TXN-202411-0401,2024-11-11,Navarrete y Acevedo S.A.,9098790868651,334.01,50.1,384.11,Medianet,VISA,PAGADA,E-commerce
FAC-002384,TXN-202411-0402,2024-11-01,Industrias Pujadas y asociados S.Com.,9146601705939,71.72,10.76,82.48,Datafast,AMEX,PAGADA,Ventas
FAC-002385,TXN-202411-0403,2024-11-25,Fernando Estevez Posada S.L.N.E,6370155226412,382.56,57.38,439.94,Datafast,VISA,PAGADA,Ventas
FAC-002386,TXN-202411-0404,2024-11-16,Fábrica Pacheco S.L.,4365529578735,58.09,8.71,66.8,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-002387,TXN-202411-0405,2024-11-24,Reyna Ribera Merino S.Com.,2468320227113,233.79,35.07,268.86,Medianet,VISA,PAGADA,Ventas
FAC-002388,TXN-202411-0407,2024-11-05,Talavera y asociados S.L.,9318002149800,27.83,4.18,32.01,PayPhone,VISA,PAGADA,E-commerce
FAC-002389,TXN-202411-0408,2024-11-29,Inversiones Ropero S.L.,7847555773432,2606.83,391.02,2997.85,Medianet,VISA,PAGADA,Ventas
FAC-002390,TXN-202411-0409,2024-11-15,Comercial Mayoral S.Com.,8123913218366,122.15,18.32,140.47,Datafast,VISA,PAGADA,Ventas
FAC-002391,TXN-202411-0410,2024-11-27,Transportes Osorio & Asociados S.L.L.,8449835980846,30.58,4.59,35.17,Medianet,MASTERCARD,PAGADA,Ventas
FAC-002392,TXN-202411-0411,2024-11-24,Fábrica PG S.C.P,8687329758456,31.59,4.74,36.33,Datafast,DINERS,PAGADA,E-commerce
FAC-002393,TXN-202411-0412,2024-11-13,Compañía del Norte S.L.N.E,2871370244698,25.61,3.84,29.45,Datafast,VISA,PAGADA,Ventas
FAC-002394,TXN-202411-0413,2024-11-07,Restauración Águila & Asociados S.L.N.E,4559890906609,16.8,2.52,19.32,Medianet,VISA,PAGADA,Ventas
FAC-002395,TXN-202411-0414,2024-11-25,Inversiones Castellana S.Coop.,4878306264658,1626.53,243.98,1870.51,Medianet,MASTERCARD,PAGADA,POS
FAC-002396,TXN-202411-0415,2024-11-18,Compañía Domínguez S.L.L.,7899872444631,35.02,5.25,40.27,Datafast,VISA,PAGADA,Ventas
FAC-002397,TXN-202411-0416,2024-11-14,Comercial Zaragoza y asociados S.Coop.,2884209274939,2326.33,348.95,2675.28,Datafast,AMEX,PAGADA,POS
FAC-002398,TXN-202411-0417,2024-11-30,Soluciones Parejo S.L.L.,1598112202151,310.48,46.57,357.05,Datafast,VISA,PAGADA,E-commerce
FAC-002399,TXN-202411-0418,2024-11-19,Hnos Batlle S.L.,2785136840541,17.81,2.67,20.48,Datafast,DINERS,PAGADA,POS
FAC-002400,TXN-202411-0419,2024-11-21,Tejada y asociados S.A.U,5952370087775,350.5,52.58,403.08,Datafast,DINERS,PAGADA,Ventas
FAC-002401,TXN-202411-0420,2024-11-08,Promociones Baró & Asociados S.L.,1990032260734,24.99,3.75,28.74,Medianet,AMEX,PAGADA,Ventas
FAC-002402,TXN-202411-0421,2024-11-20,Supermercados Alfonso & Asociados S.L.N.E,6984326748464,65.2,9.78,74.98,Datafast,DINERS,PAGADA,POS
FAC-002403,TXN-202411-0422,2024-11-03,Isern y Valdés S.L.,9131032338543,356.97,53.55,410.52,Medianet,AMEX,PAGADA,POS
FAC-002404,TXN-202411-0423,2024-11-11,Inversiones Bárcena S.L.,6767305858219,59.96,8.99,68.95,Datafast,AMEX,PAGADA,E-commerce
FAC-002405,TXN-202411-0424,2024-11-12,Soluciones KC S.A.D,6445996822431,59.17,8.88,68.05,Datafast,VISA,PAGADA,E-commerce
FAC-002406,TXN-202411-0425,2024-11-23,Distribuciones Manjón & Asociados S.L.,2712558898392,243.08,36.46,279.54,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-002407,TXN-202411-0426,2024-11-05,Agullo y Puerta S.L.N.E,9830781412570,398.56,59.78,458.34,Datafast,VISA,PAGADA,E-commerce
FAC-002408,TXN-202411-0427,2024-11-18,Despacho Lledó S.A.,9467077924454,127.37,19.11,146.48,Datafast,MASTERCARD,PAGADA,POS
FAC-002409,TXN-202411-0428,2024-11-04,Grupo Ferrándiz S.A.,7059711315687,399.59,59.94,459.53,Datafast,DINERS,PAGADA,Ventas
FAC-002410,TXN-202411-0429,2024-11-29,Aramburu y Redondo S.L.,3610242645963,6.91,1.04,7.95,PayPhone,AMEX,PAGADA,Ventas
FAC-002411,TXN-202411-0430,2024-11-27,Briones & Asociados S.L.,8346845831090,283.64,42.55,326.19,Datafast,VISA,PAGADA,Ventas
FAC-002412,TXN-202411-0431,2024-11-16,Industrias Escobar S.A.,3458587263275,62.65,9.4,72.05,PayPhone,MASTERCARD,PAGADA,E-commerce
FAC-002413,TXN-202411-0432,2024-11-03,Rebollo y Villar S.Coop.,1427192642102,2361.94,354.29,2716.23,Medianet,AMEX,PAGADA,E-commerce
FAC-002414,TXN-202411-0433,2024-11-30,Comercializadora Planas S.Coop.,4087288073664,14.1,2.11,16.21,Datafast,VISA,PAGADA,Ventas
FAC-002415,TXN-202411-0434,2024-11-26,Distribuciones RH S.L.,8270695990196,56.05,8.41,64.46,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002416,TXN-202411-0435,2024-11-19,Inversiones Tirado S.Com.,9443356239502,44.9,6.74,51.64,Datafast,DINERS,PAGADA,Ventas
FAC-002417,TXN-202411-0436,2024-11-17,Marcelino Arnal Almansa S.L.U.,1911870000822,37.83,5.68,43.51,PayPhone,VISA,PAGADA,E-commerce
FAC-002418,TXN-202411-0437,2024-11-10,Arcos y Cabanillas S.C.P,2605322089395,19.92,2.99,22.91,Datafast,AMEX,PAGADA,Ventas
FAC-002419,TXN-202411-0438,2024-11-25,Judith Domingo Roda S.C.P,5908980466171,53.26,7.99,61.25,Datafast,VISA,PAGADA,Ventas
FAC-002420,TXN-202411-0439,2024-11-30,Construcción Moya S.A.,1114782475991,117.28,17.59,134.87,Datafast,VISA,PAGADA,POS
FAC-002421,TXN-202411-0440,2024-11-16,Farmaceútica RIGJ S.L.L.,2573906650688,17.37,2.6,19.97,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002422,TXN-202411-0441,2024-11-12,Hnos Marí S.Coop.,9085760273160,28.82,4.32,33.14,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-002423,TXN-202411-0442,2024-11-12,Restauración Ugarte S.Com.,4050245063270,26.66,4.0,30.66,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-002424,TXN-202411-0443,2024-11-15,Familia Cabrero S.A.,9852416945646,9.78,1.47,11.25,Datafast,VISA,PAGADA,Ventas
FAC-002425,TXN-202411-0444,2024-11-04,Glauco Castillo Arco S.C.P,7866764691428,37.53,5.63,43.16,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-002426,TXN-202411-0445,2024-11-12,Suministros Ibérica S.L.,4900001374378,9.2,1.38,10.58,PayPhone,AMEX,PAGADA,POS
FAC-002427,TXN-202411-0446,2024-11-01,Bayo y asociados S.A.T.,4471073823225,385.0,57.75,442.75,Datafast,AMEX,PAGADA,E-commerce
FAC-002428,TXN-202411-0447,2024-11-05,Banco Nuñez S.Coop.,9483376223345,295.07,44.26,339.33,Datafast,AMEX,PAGADA,E-commerce
FAC-002429,TXN-202411-0448,2024-11-26,Moll y Galindo S.L.L.,1515417765786,61.31,9.2,70.51,Medianet,AMEX,PAGADA,Ventas
FAC-002430,TXN-202411-0449,2024-11-24,Leiva y Monreal S.Com.,6510000591186,142.43,21.37,163.8,Datafast,VISA,PAGADA,POS
FAC-002431,TXN-202411-0450,2024-11-22,Manzanares & Asociados S.A.,3047939334891,32.58,4.89,37.47,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002432,TXN-202411-0451,2024-11-07,Wilfredo Cantero Baquero S.Com.,4602696315558,45.14,6.77,51.91,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002433,TXN-202411-0452,2024-11-16,Banca Privada ZUM S.L.N.E,1608757575131,50.41,7.56,57.97,PayPhone,MASTERCARD,PAGADA,POS
FAC-002434,TXN-202411-0453,2024-11-17,Farmaceútica Integrales S.A.,7538237084446,231.18,34.68,265.86,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-002435,TXN-202411-0454,2024-11-19,Logística Cuevas S.Coop.,7850138138541,61.62,9.24,70.86,Datafast,DINERS,PAGADA,Ventas
FAC-002436,TXN-202411-0455,2024-11-11,Cases y Miranda S.L.,8042932645701,16.55,2.48,19.03,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-002437,TXN-202411-0456,2024-11-17,Hnos España S.Coop.,7073370106536,289.26,43.39,332.65,Datafast,MASTERCARD,PAGADA,Ventas
FAC-002438,TXN-202411-0457,2024-11-17,Ibarra & Asociados S.L.,1554971279310,338.17,50.72,388.89,Datafast,VISA,PAGADA,E-commerce
FAC-002439,TXN-202411-0458,2024-11-03,Cañizares y asociados S.L.,7826277569990,53.54,8.03,61.57,Medianet,DINERS,PAGADA,E-commerce
FAC-002440,TXN-202411-0459,2024-11-27,José Noriega Sancho S.L.N.E,6504186960956,295.95,44.39,340.34,Datafast,VISA,PAGADA,Ventas
FAC-002441,TXN-202411-0460,2024-11-24,Logística Carreño S.L.,6111828921075,73.95,11.09,85.04,Datafast,MASTERCARD,PAGADA,POS
FAC-002442,TXN-202411-0461,2024-11-22,Trinidad Alcántara Bermúdez S.A.T.,7464358309753,1220.61,183.09,1403.7,Datafast,MASTERCARD,PAGADA,POS
FAC-002443,TXN-202411-0462,2024-11-15,Carretero y asociados S.A.,3563149289691,59.11,8.87,67.98,Medianet,VISA,PAGADA,E-commerce
FAC-002444,TXN-202411-0463,2024-11-11,Grupo Hernández S.L.,7661756863454,54.14,8.12,62.26,Medianet,VISA,PAGADA,Ventas
FAC-002445,TXN-202411-0464,2024-11-12,Conrado Chaves Amaya S.Com.,8564220699255,85.16,12.77,97.93,PayPhone,VISA,PAGADA,E-commerce
FAC-002446,TXN-202411-0465,2024-11-13,Zaida Bernad Alcántara S.L.,7730035808756,2274.96,341.24,2616.2,Datafast,VISA,PAGADA,POS
FAC-002447,TXN-202411-0466,2024-11-13,Adadia y Salom S.L.N.E,9034491088534,52.47,7.87,60.34,PayPhone,VISA,PAGADA,Ventas
FAC-002448,TXN-202411-0467,2024-11-28,Supermercados Castellana S.Coop.,8183192727783,208.88,31.33,240.21,PayPhone,AMEX,PAGADA,E-commerce
FAC-002449,TXN-202411-0468,2024-11-29,Roxana Expósito Torrens S.L.L.,4607932818167,57.66,8.65,66.31,Datafast,VISA,PAGADA,Ventas
FAC-002450,TXN-202411-0469,2024-11-16,Pedro & Asociados S.L.N.E,2177110340207,5.42,0.81,6.23,Datafast,DINERS,PAGADA,Ventas
FAC-002451,TXN-202411-0470,2024-11-27,Banco Gutiérrez S.L.N.E,3861745741791,14.67,2.2,16.87,Datafast,VISA,PAGADA,Ventas
FAC-002452,TXN-202411-0471,2024-11-14,Posada & Asociados S.Com.,7448000001330,251.86,37.78,289.64,Datafast,VISA,PAGADA,Ventas
FAC-002453,TXN-202411-0472,2024-11-11,Grupo Bastida S.Coop.,9721489040113,11.26,1.69,12.95,Datafast,MASTERCARD,PAGADA,POS
FAC-002454,TXN-202411-0473,2024-11-26,Familia Castelló S.L.U.,9292158192772,65.87,9.88,75.75,Datafast,VISA,PAGADA,E-commerce
FAC-002455,TXN-202411-0474,2024-11-21,Desarrollo AK S.A.,4443764561846,14.7,2.2,16.9,Datafast,VISA,PAGADA,E-commerce
FAC-002456,TXN-202411-0475,2024-11-10,Desarrollo Tello & Asociados S.A.T.,8191583365974,12.79,1.92,14.71,Medianet,VISA,PAGADA,Ventas
FAC-002457,TXN-202411-0476,2024-11-16,Arana y Lastra S.A.,7209148719290,204.54,30.68,235.22,Medianet,AMEX,PAGADA,Ventas
FAC-002458,TXN-202411-0477,2024-11-23,Construcción Globales S.L.N.E,7533826561978,65.95,9.89,75.84,Datafast,VISA,PAGADA,Ventas
FAC-002459,TXN-202411-0478,2024-11-16,Juan y Garriga S.Coop.,9196812666991,398.93,59.84,458.77,PayPhone,AMEX,PAGADA,Ventas
FAC-002460,TXN-202411-0479,2024-11-05,Comercial Lorenzo & Asociados S.A.,5999277086657,17.03,2.55,19.58,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-002461,TXN-202411-0480,2024-11-20,Marco Pulido Pozo S.L.L.,4786597759776,1974.14,296.12,2270.26,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-002462,TXN-202411-0481,2024-11-11,Peláez y Escribano S.A.,7138007506823,394.81,59.22,454.03,PayPhone,VISA,PAGADA,Ventas
FAC-002463,TXN-202411-0482,2024-11-17,Industrias Inteligentes S.Coop.,9337339347412,25.32,3.8,29.12,PayPhone,VISA,PAGADA,Ventas
FAC-002464,TXN-202411-0483,2024-11-03,Gallart & Asociados S.L.U.,6578865707385,2017.02,302.55,2319.57,Datafast,AMEX,PAGADA,Ventas
FAC-002465,TXN-202411-0484,2024-11-12,Vicente y Granados S.A.,4360521732133,329.57,49.43,379.0,Datafast,VISA,PAGADA,E-commerce
FAC-002466,TXN-202411-0485,2024-11-20,Hnos Cabello S.A.,1058789288022,27.57,4.14,31.71,Datafast,VISA,PAGADA,POS
FAC-002467,TXN-202411-0486,2024-11-11,Planas y Sotelo S.Coop.,8555769308883,1488.47,223.27,1711.74,Medianet,MASTERCARD,PAGADA,Ventas
FAC-002468,TXN-202411-0487,2024-11-30,Finanzas Martí S.Coop.,7307991906231,138.3,20.74,159.04,PayPhone,VISA,PAGADA,POS
FAC-002469,TXN-202411-0488,2024-11-17,Flavio Arana Cabezas S.L.,5443449197470,62.05,9.31,71.36,Medianet,VISA,PAGADA,Ventas
FAC-002470,TXN-202411-0489,2024-11-01,Finanzas QPK S.Com.,9184867117249,57.73,8.66,66.39,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-002471,TXN-202411-0490,2024-11-25,Hermanos Garzón S.L.N.E,7759634365094,46.84,7.03,53.87,Datafast,VISA,PAGADA,Ventas
FAC-002472,TXN-202411-0491,2024-11-21,Grupo Pintor S.L.,2362672408962,755.69,113.35,869.04,Datafast,VISA,PAGADA,POS
FAC-002473,TXN-202411-0492,2024-11-09,Hermanos Carlos S.C.P,8170132156670,108.91,16.34,125.25,Medianet,MASTERCARD,PAGADA,POS
FAC-002474,TXN-202411-0493,2024-11-05,Bertrán y Ojeda S.Coop.,1891871710459,14.97,2.25,17.22,Datafast,MASTERCARD,PAGADA,POS
FAC-002475,TXN-202411-0494,2024-11-12,Talleres RJK S.C.P,8392071898022,271.37,40.71,312.08,PayPhone,VISA,PAGADA,Ventas
FAC-002476,TXN-202411-0495,2024-11-21,Gil y Polo S.A.,2031896050346,299.24,44.89,344.13,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-002477,TXN-202411-0496,2024-11-10,Hermanos Aliaga S.L.U.,2317341741465,82.17,12.33,94.5,Datafast,VISA,PAGADA,E-commerce
FAC-002478,TXN-202411-0497,2024-11-23,Leopoldo Vazquez Moya S.Com.,5645123355916,89.97,13.49,103.46,Medianet,MASTERCARD,PAGADA,Ventas
FAC-002479,TXN-202411-0498,2024-11-17,Llanos y asociados S.Coop.,4891566303633,14.23,2.14,16.37,Datafast,VISA,PAGADA,Ventas
FAC-002480,TXN-202411-0499,2024-11-11,Servicios Coello S.Coop.,7564865007443,424.67,63.7,488.37,PayPhone,VISA,PAGADA,POS
FAC-002481,TXN-202411-0500,2024-11-17,Zorrilla & Asociados S.L.N.E,5125019165364,39.9,5.98,45.88,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-002482,TXN-202412-0001,2024-12-27,Díaz y Alberola S.Coop.,6906696778134,58.01,8.7,66.71,Medianet,VISA,PAGADA,POS
FAC-002483,TXN-202412-0002,2024-12-08,Inmobiliaria XEW S.A.,1845244864915,1001.64,150.25,1151.89,Datafast,VISA,PAGADA,Ventas
FAC-002484,TXN-202412-0003,2024-12-08,Tamarit & Asociados S.Coop.,3750904351840,59.32,8.9,68.22,Medianet,MASTERCARD,PAGADA,Ventas
FAC-002485,TXN-202412-0004,2024-12-28,Mario Julián Campos S.Com.,5839294651327,14.3,2.15,16.45,Datafast,VISA,PAGADA,E-commerce
FAC-002486,TXN-202412-0005,2024-12-01,Restauración Internacionales S.L.N.E,2000499126438,314.36,47.15,361.51,Medianet,VISA,PAGADA,E-commerce
FAC-002487,TXN-202412-0006,2024-12-18,Eusebio Roldan Sala S.Coop.,4370981920509,324.17,48.62,372.79,Medianet,VISA,PAGADA,E-commerce
FAC-002488,TXN-202412-0007,2024-12-01,Suministros del Norte S.C.P,2263392362593,42.36,6.35,48.71,Datafast,MASTERCARD,PAGADA,POS
FAC-002489,TXN-202412-0008,2024-12-06,Valcárcel y Guitart S.Coop.,2786571192491,62.95,9.44,72.39,Medianet,MASTERCARD,PAGADA,Ventas
FAC-002490,TXN-202412-0009,2024-12-10,Ruano y Valcárcel S.Com.,2783006238183,2052.72,307.91,2360.63,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-002491,TXN-202412-0010,2024-12-20,Téllez & Asociados S.A.,9392451679177,17.5,2.62,20.12,Medianet,MASTERCARD,PAGADA,Ventas
