authorization_code,transaction_id,transaction_date,gateway_name,card_type,card_last4,gross_amount,gateway_fee,net_to_bank,currency,status,batch_id
AUTH649217,TXN-202412-0197,2024-12-26,Datafast,AMEX,8516,77.49,2.71,70.52,USD,SETTLED,BATCH-6108
AUTH568095,TXN-202412-0198,2024-12-23,PayPhone,VISA,1105,393.02,14.93,356.47,USD,SETTLED,BATCH-8379
AUTH453976,TXN-202412-0199,2024-12-06,Medianet,DINERS,9668,444.62,14.23,405.93,USD,SETTLED,BATCH-1631
AUTH646328,TXN-202412-0200,2024-12-29,PayPhone,VISA,7083,11.99,0.46,10.87,USD,SETTLED,BATCH-9230
AUTH925120,TXN-202412-0201,2024-12-31,Datafast,AMEX,2325,50.29,1.76,45.77,USD,SETTLED,BATCH-6917
AUTH948607,TXN-202412-0202,2024-12-21,PayPhone,MASTERCARD,2804,62.81,2.39,-56.96,USD,CHARGEBACK,BATCH-7784
AUTH535080,TXN-202412-0203,2024-12-16,Medianet,AMEX,2318,5.21,0.17,4.76,USD,SETTLED,BATCH-1022
AUTH947623,TXN-202412-0204,2024-12-24,Datafast,VISA,5338,440.27,15.41,400.65,USD,SETTLED,BATCH-5503
AUTH656746,TXN-202412-0205,2024-12-30,Datafast,VISA,5979,49.29,1.73,44.85,USD,SETTLED,BATCH-1782
AUTH997409,TXN-202412-0206,2024-12-31,Datafast,MASTERCARD,6927,96.56,3.38,87.86,USD,SETTLED,BATCH-7330
AUTH239242,TXN-202412-0207,2024-12-10,Medianet,VISA,5252,1641.09,52.51,1498.32,USD,SETTLED,BATCH-8425
AUTH405314,TXN-202412-0208,2024-12-27,Datafast,MASTERCARD,6953,657.0,23.0,597.87,USD,SETTLED,BATCH-2639
AUTH816485,TXN-202412-0209,2024-12-11,PayPhone,AMEX,7886,177.0,6.73,160.54,USD,SETTLED,BATCH-5848
AUTH160282,TXN-202412-0210,2024-12-27,Datafast,VISA,8743,437.91,15.33,398.49,USD,SETTLED,BATCH-9246
AUTH474775,TXN-202412-0211,2024-12-08,Medianet,MASTERCARD,3322,5.32,0.17,4.86,USD,SETTLED,BATCH-8516
AUTH174754,TXN-202412-0212,2024-12-02,Datafast,AMEX,7478,5.17,0.18,4.71,USD,SETTLED,BATCH-9627
AUTH534868,TXN-202412-0213,2024-12-14,PayPhone,VISA,6638,309.55,11.76,280.76,USD,SETTLED,BATCH-4484
AUTH501200,TXN-202412-0214,2024-12-10,Medianet,DINERS,6544,348.81,11.16,318.46,USD,SETTLED,BATCH-2133
AUTH470042,TXN-202412-0215,2024-12-18,Medianet,VISA,7381,304.32,9.74,277.85,USD,SETTLED,BATCH-1356
AUTH367758,TXN-202412-0216,2024-12-24,Medianet,AMEX,2882,1472.57,47.12,1344.45,USD,SETTLED,BATCH-4242
AUTH440887,TXN-202412-0217,2024-12-11,Datafast,MASTERCARD,4048,37.21,1.3,33.87,USD,SETTLED,BATCH-2713
AUTH211685,TXN-202412-0218,2024-12-24,Datafast,VISA,8430,74.83,2.62,68.09,USD,SETTLED,BATCH-5303
AUTH261382,TXN-202412-0219,2024-12-14,Datafast,VISA,8008,17.14,0.6,15.6,USD,SETTLED,BATCH-6794
AUTH283631,TXN-202412-0220,2024-12-18,Medianet,VISA,9167,201.29,6.44,183.78,USD,SETTLED,BATCH-7385
AUTH369156,TXN-202412-0221,2024-12-28,Medianet,VISA,2282,2683.05,85.86,2449.62,USD,SETTLED,BATCH-5452
AUTH417232,TXN-202412-0222,2024-12-09,PayPhone,VISA,4871,398.55,15.14,361.49,USD,SETTLED,BATCH-6156
AUTH372642,TXN-202412-0223,2024-12-25,Datafast,VISA,8195,62.45,2.19,56.83,USD,SETTLED,BATCH-8762
AUTH172048,TXN-202412-0224,2024-12-03,Datafast,VISA,8309,196.89,6.89,179.17,USD,SETTLED,BATCH-3050
AUTH907235,TXN-202412-0225,2024-12-31,Medianet,VISA,2905,19.2,0.61,17.54,USD,SETTLED,BATCH-3498
AUTH637177,TXN-202412-0226,2024-12-25,Medianet,AMEX,9208,487.16,15.59,444.78,USD,SETTLED,BATCH-8499
AUTH717326,TXN-202412-0227,2024-12-23,PayPhone,VISA,9199,44.16,1.68,40.05,USD,SETTLED,BATCH-6375
AUTH741332,TXN-202412-0228,2024-12-11,Datafast,DINERS,7803,227.58,7.97,207.09,USD,SETTLED,BATCH-8739
AUTH595252,TXN-202412-0229,2024-12-13,Medianet,VISA,3316,405.86,12.99,370.57,USD,SETTLED,BATCH-5403
AUTH410489,TXN-202412-0230,2024-12-23,Datafast,MASTERCARD,7973,48.98,1.71,44.58,USD,SETTLED,BATCH-1895
AUTH105178,TXN-202412-0231,2024-12-25,PayPhone,MASTERCARD,4940,472.19,17.94,428.28,USD,SETTLED,BATCH-8454
AUTH250701,TXN-202412-0232,2024-12-29,Medianet,VISA,6806,32.67,1.05,29.82,USD,SETTLED,BATCH-5386
AUTH940617,TXN-202412-0233,2024-12-22,Datafast,VISA,7566,87.19,3.05,79.35,USD,SETTLED,BATCH-1447
AUTH989223,TXN-202412-0234,2024-12-28,Medianet,VISA,2745,487.23,15.59,444.84,USD,SETTLED,BATCH-4645
AUTH973660,TXN-202412-0235,2024-12-04,Datafast,AMEX,3203,315.79,11.05,287.37,USD,SETTLED,BATCH-4519
AUTH311515,TXN-202412-0236,2024-12-11,Datafast,VISA,7581,2314.76,81.02,2106.43,USD,SETTLED,BATCH-8368
AUTH311383,TXN-202412-0237,2024-12-10,Medianet,VISA,7253,213.17,6.82,194.63,USD,SETTLED,BATCH-5350
AUTH654994,TXN-202412-0238,2024-12-10,PayPhone,VISA,8219,103.06,3.92,93.47,USD,SETTLED,BATCH-5231
AUTH526283,TXN-202412-0239,2024-12-05,PayPhone,VISA,9911,33.47,1.27,30.36,USD,SETTLED,BATCH-9605
AUTH660370,TXN-202412-0240,2024-12-03,Datafast,VISA,4584,44.82,1.57,40.78,USD,SETTLED,BATCH-8369
AUTH546484,TXN-202412-0241,2024-12-11,Datafast,VISA,1413,78.59,2.75,71.51,USD,SETTLED,BATCH-1060
AUTH117813,TXN-202412-0242,2024-12-28,Medianet,AMEX,7099,2007.27,64.23,1832.64,USD,SETTLED,BATCH-4762
AUTH637456,TXN-202412-0243,2024-12-29,Datafast,VISA,6954,30.03,1.05,27.33,USD,SETTLED,BATCH-5045
AUTH913203,TXN-202412-0244,2024-12-09,Datafast,VISA,9100,177.24,6.2,161.29,USD,SETTLED,BATCH-2745
AUTH344717,TXN-202412-0245,2024-12-26,PayPhone,MASTERCARD,4399,69.44,2.64,62.99,USD,SETTLED,BATCH-4747
AUTH977131,TXN-202412-0246,2024-12-18,Medianet,MASTERCARD,8516,204.83,6.55,187.01,USD,SETTLED,BATCH-7441
AUTH433738,TXN-202412-0247,2024-12-30,Datafast,AMEX,2612,97.11,3.4,88.37,USD,SETTLED,BATCH-5733
AUTH960442,TXN-202412-0248,2024-12-04,Datafast,VISA,4204,137.49,6.15,123.78,USD,SETTLED,BATCH-2457
AUTH592780,TXN-202412-0249,2024-12-13,Datafast,AMEX,9920,65.71,2.3,59.79,USD,SETTLED,BATCH-4044
AUTH143931,TXN-202412-0250,2024-12-08,Datafast,VISA,9597,2737.56,95.81,2491.18,USD,SETTLED,BATCH-7627
AUTH865659,TXN-202412-0251,2024-12-04,Datafast,VISA,8828,2251.74,78.81,2049.08,USD,SETTLED,BATCH-5922
AUTH166608,TXN-202412-0252,2024-12-24,PayPhone,VISA,5693,133.2,5.06,120.82,USD,SETTLED,BATCH-2160
AUTH574622,TXN-202412-0253,2024-12-09,Medianet,DINERS,1762,44.22,1.42,40.37,USD,SETTLED,BATCH-1070
AUTH120845,TXN-202412-0254,2024-12-02,Medianet,MASTERCARD,3717,46.07,1.47,42.07,USD,SETTLED,BATCH-7312
AUTH357058,TXN-202412-0255,2024-12-12,Datafast,MASTERCARD,3290,44.58,1.56,40.56,USD,SETTLED,BATCH-1277
AUTH528038,TXN-202412-0256,2024-12-08,Datafast,MASTERCARD,4562,1219.16,42.67,1109.44,USD,SETTLED,BATCH-4672
AUTH303408,TXN-202412-0257,2024-12-16,PayPhone,VISA,5729,53.63,2.04,48.64,USD,SETTLED,BATCH-3749
AUTH147796,TXN-202412-0258,2024-12-05,PayPhone,VISA,7238,23.97,1.09,21.56,USD,SETTLED,BATCH-7989
AUTH752435,TXN-202412-0259,2024-12-05,Datafast,MASTERCARD,2127,55.33,1.94,50.35,USD,SETTLED,BATCH-8387
AUTH412789,TXN-202412-0260,2024-12-22,Datafast,DINERS,5946,387.13,13.55,352.29,USD,SETTLED,BATCH-6744
AUTH949231,TXN-202412-0261,2024-12-21,Datafast,VISA,5868,1936.44,67.78,1762.16,USD,SETTLED,BATCH-4829
AUTH380788,TXN-202412-0262,2024-12-07,Medianet,AMEX,7405,13.02,0.42,11.88,USD,SETTLED,BATCH-2070
AUTH261357,TXN-202412-0263,2024-12-11,Datafast,MASTERCARD,7246,444.9,15.57,404.86,USD,SETTLED,BATCH-1745
AUTH322466,TXN-202412-0264,2024-12-28,Datafast,MASTERCARD,3882,54.73,1.92,49.8,USD,SETTLED,BATCH-6696
AUTH637599,TXN-202412-0265,2024-12-31,Datafast,VISA,9097,54.94,1.92,50.0,USD,SETTLED,BATCH-9010
AUTH774221,TXN-202412-0266,2024-12-01,Datafast,VISA,7951,8.67,0.3,7.89,USD,SETTLED,BATCH-7497
AUTH531187,TXN-202412-0267,2024-12-15,Datafast,VISA,4355,105.03,3.68,95.57,USD,SETTLED,BATCH-4955
AUTH163714,TXN-202412-0268,2024-12-09,Datafast,VISA,4578,139.09,4.87,126.57,USD,SETTLED,BATCH-2435
AUTH281779,TXN-202412-0269,2024-12-19,Datafast,VISA,1013,302.43,10.59,275.21,USD,SETTLED,BATCH-1593
AUTH147418,TXN-202412-0270,2024-12-09,Datafast,MASTERCARD,5863,56.63,1.98,51.53,USD,SETTLED,BATCH-2330
AUTH936043,TXN-202412-0271,2024-12-05,PayPhone,VISA,2809,37.86,1.44,34.34,USD,SETTLED,BATCH-1438
AUTH827383,TXN-202412-0272,2024-12-18,Medianet,MASTERCARD,2173,78.99,2.53,72.12,USD,SETTLED,BATCH-9746
AUTH448949,TXN-202412-0273,2024-12-09,Medianet,VISA,8488,32.81,1.05,29.95,USD,SETTLED,BATCH-7652
AUTH866846,TXN-202412-0274,2024-12-13,Datafast,AMEX,7817,28.27,0.99,25.73,USD,SETTLED,BATCH-6444
AUTH150867,TXN-202412-0275,2024-12-09,Datafast,DINERS,2585,72.41,2.53,65.9,USD,SETTLED,BATCH-5838
AUTH666815,TXN-202412-0276,2024-12-26,Medianet,MASTERCARD,5885,337.71,10.81,308.32,USD,SETTLED,BATCH-7668
AUTH741165,TXN-202412-0277,2024-12-31,PayPhone,MASTERCARD,3852,508.43,19.32,461.15,USD,SETTLED,BATCH-2550
AUTH871630,TXN-202412-0278,2024-12-01,Datafast,MASTERCARD,2675,318.54,11.15,289.87,USD,SETTLED,BATCH-3715
AUTH660646,TXN-202412-0279,2024-12-09,Datafast,VISA,7137,62.31,2.18,56.71,USD,SETTLED,BATCH-6277
AUTH334187,TXN-202412-0280,2024-12-31,PayPhone,MASTERCARD,4040,361.33,13.73,327.73,USD,SETTLED,BATCH-4700
AUTH131873,TXN-202412-0281,2024-12-29,Medianet,VISA,5841,51.85,1.66,47.34,USD,SETTLED,BATCH-7490
AUTH738282,TXN-202412-0282,2024-12-18,Datafast,AMEX,9378,61.92,2.17,56.34,USD,SETTLED,BATCH-1613
AUTH914595,TXN-202412-0283,2024-12-04,Datafast,VISA,4715,369.69,12.94,336.41,USD,SETTLED,BATCH-7365
AUTH391480,TXN-202412-0284,2024-12-14,PayPhone,VISA,2846,166.08,6.31,150.64,USD,SETTLED,BATCH-5728
AUTH882979,TXN-202412-0285,2024-12-15,PayPhone,VISA,7500,489.89,18.62,444.32,USD,SETTLED,BATCH-1349
AUTH172522,TXN-202412-0286,2024-12-09,Datafast,MASTERCARD,9714,12.26,0.43,11.16,USD,SETTLED,BATCH-2006
AUTH322917,TXN-202412-0287,2024-12-29,PayPhone,VISA,7905,2107.55,80.09,-1911.54,USD,CHARGEBACK,BATCH-5602
AUTH382187,TXN-202412-0288,2024-12-03,PayPhone,VISA,4394,2029.44,77.12,1840.71,USD,SETTLED,BATCH-8222
AUTH800420,TXN-202412-0289,2024-12-02,Medianet,MASTERCARD,7810,399.58,12.79,364.81,USD,SETTLED,BATCH-5761
AUTH706482,TXN-202412-0290,2024-12-01,Medianet,MASTERCARD,5291,372.26,11.91,339.88,USD,SETTLED,BATCH-9536
AUTH112704,TXN-202412-0291,2024-12-03,PayPhone,VISA,8851,29.81,1.13,27.04,USD,SETTLED,BATCH-7553
AUTH712244,TXN-202412-0292,2024-12-12,Medianet,DINERS,1445,37.03,1.18,33.81,USD,SETTLED,BATCH-8600
AUTH907569,TXN-202412-0293,2024-12-21,Medianet,MASTERCARD,5100,60.42,1.93,55.17,USD,SETTLED,BATCH-5920
AUTH554304,TXN-202412-0294,2024-12-24,Datafast,VISA,7361,16.77,0.59,15.26,USD,SETTLED,BATCH-7202
AUTH768960,TXN-202412-0295,2024-12-15,Medianet,VISA,6131,14.95,0.48,13.65,USD,SETTLED,BATCH-9500
AUTH169429,TXN-202412-0296,2024-12-30,Medianet,VISA,7178,13.84,0.44,12.64,USD,SETTLED,BATCH-5450
AUTH963683,TXN-202412-0297,2024-12-22,Datafast,MASTERCARD,9825,205.83,7.2,187.31,USD,SETTLED,BATCH-9335
AUTH736907,TXN-202412-0298,2024-12-01,Datafast,VISA,7348,1684.33,58.95,1532.75,USD,SETTLED,BATCH-5134
AUTH598734,TXN-202412-0299,2024-12-04,Datafast,MASTERCARD,9364,455.02,15.93,414.06,USD,SETTLED,BATCH-9466
AUTH725346,TXN-202412-0300,2024-12-08,Medianet,VISA,8914,13.13,0.42,-11.99,USD,CHARGEBACK,BATCH-2136
AUTH608340,TXN-202412-0301,2024-12-22,PayPhone,VISA,1357,46.62,1.77,42.28,USD,SETTLED,BATCH-8656
AUTH985662,TXN-202412-0302,2024-12-11,PayPhone,DINERS,4546,465.2,17.68,421.94,USD,SETTLED,BATCH-1198
AUTH961163,TXN-202412-0303,2024-12-31,Datafast,DINERS,7183,47.55,1.66,43.27,USD,SETTLED,BATCH-5037
AUTH703829,TXN-202412-0304,2024-12-09,Datafast,MASTERCARD,4790,197.25,6.9,179.5,USD,SETTLED,BATCH-7640
AUTH610634,TXN-202412-0305,2024-12-13,Datafast,MASTERCARD,1048,88.41,3.09,80.46,USD,SETTLED,BATCH-2745
AUTH241483,TXN-202412-0306,2024-12-04,Datafast,MASTERCARD,1463,2686.81,94.04,2444.99,USD,SETTLED,BATCH-1415
AUTH981537,TXN-202412-0307,2024-12-28,Datafast,VISA,5559,304.09,10.64,276.73,USD,SETTLED,BATCH-1877
AUTH385984,TXN-202412-0308,2024-12-27,Medianet,VISA,9868,379.23,12.14,346.23,USD,SETTLED,BATCH-8471
AUTH452987,TXN-202412-0309,2024-12-08,Datafast,VISA,4602,415.56,14.54,378.16,USD,SETTLED,BATCH-8676
AUTH260281,TXN-202412-0310,2024-12-18,Medianet,MASTERCARD,8969,181.43,5.81,165.65,USD,SETTLED,BATCH-1064
AUTH682209,TXN-202412-0311,2024-12-05,Datafast,MASTERCARD,4732,29.91,1.05,27.21,USD,SETTLED,BATCH-2176
AUTH381779,TXN-202412-0312,2024-12-26,Datafast,VISA,7579,138.68,4.85,126.2,USD,SETTLED,BATCH-8282
AUTH214835,TXN-202412-0313,2024-12-14,Medianet,VISA,4719,38.18,1.22,34.86,USD,SETTLED,BATCH-8967
AUTH319933,TXN-202412-0314,2024-12-22,Medianet,VISA,2290,273.58,8.75,249.78,USD,SETTLED,BATCH-4635
AUTH480191,TXN-202412-0315,2024-12-01,PayPhone,VISA,6644,5.86,0.22,5.32,USD,SETTLED,BATCH-8872
AUTH508148,TXN-202412-0316,2024-12-06,Medianet,AMEX,3967,115.13,3.68,105.12,USD,SETTLED,BATCH-6131
AUTH738994,TXN-202412-0317,2024-12-31,PayPhone,MASTERCARD,3375,19.28,0.73,17.49,USD,SETTLED,BATCH-6078
AUTH383431,TXN-202412-0318,2024-12-21,Datafast,AMEX,2861,104.04,3.64,94.68,USD,SETTLED,BATCH-4232
AUTH652208,TXN-202412-0319,2024-12-13,PayPhone,VISA,3747,31.5,1.2,28.56,USD,SETTLED,BATCH-4309
AUTH113822,TXN-202412-0320,2024-12-09,Datafast,AMEX,8906,396.06,13.86,360.42,USD,SETTLED,BATCH-1605
AUTH413339,TXN-202412-0321,2024-12-16,Datafast,AMEX,1944,322.08,11.27,293.1,USD,SETTLED,BATCH-8276
AUTH433209,TXN-202412-0322,2024-12-25,Datafast,AMEX,7280,18.18,0.64,16.54,USD,SETTLED,BATCH-9647
AUTH144289,TXN-202412-0323,2024-12-17,Medianet,MASTERCARD,6403,40.17,1.29,36.67,USD,SETTLED,BATCH-2691
AUTH586579,TXN-202412-0324,2024-12-29,Datafast,VISA,4654,54.65,1.91,49.73,USD,SETTLED,BATCH-2812
AUTH314584,TXN-202412-0325,2024-12-09,Datafast,MASTERCARD,5590,59.29,2.08,53.95,USD,SETTLED,BATCH-2210
AUTH471130,TXN-202412-0326,2024-12-26,Datafast,VISA,2055,35.97,1.26,32.73,USD,SETTLED,BATCH-8247
AUTH890113,TXN-202412-0327,2024-12-10,Medianet,DINERS,1715,8.67,0.28,7.91,USD,SETTLED,BATCH-2746
AUTH907481,TXN-202412-0328,2024-12-21,Medianet,VISA,5329,58.57,1.87,53.47,USD,SETTLED,BATCH-7932
AUTH495985,TXN-202412-0329,2024-12-18,Datafast,VISA,1817,69.2,2.42,62.98,USD,SETTLED,BATCH-1853
AUTH888311,TXN-202412-0330,2024-12-21,Medianet,MASTERCARD,7178,51.83,1.66,47.32,USD,SETTLED,BATCH-1598
AUTH824882,TXN-202412-0331,2024-12-04,Datafast,VISA,3378,8.52,0.3,7.75,USD,SETTLED,BATCH-5555
AUTH616049,TXN-202412-0332,2024-12-24,Datafast,MASTERCARD,2543,464.4,16.25,422.61,USD,SETTLED,BATCH-1387
AUTH413686,TXN-202412-0333,2024-12-18,Datafast,MASTERCARD,2342,2109.44,73.83,1919.6,USD,SETTLED,BATCH-3788
AUTH634185,TXN-202412-0334,2024-12-25,Datafast,DINERS,9900,33.36,1.17,30.36,USD,SETTLED,BATCH-2520
AUTH114848,TXN-202412-0335,2024-12-03,Medianet,VISA,8400,16.61,0.53,15.16,USD,SETTLED,BATCH-5391
AUTH700872,TXN-202412-0336,2024-12-19,Medianet,MASTERCARD,3790,17.82,0.57,16.27,USD,SETTLED,BATCH-5695
AUTH437503,TXN-202412-0337,2024-12-08,Medianet,MASTERCARD,3101,16.89,0.54,15.42,USD,SETTLED,BATCH-5812
AUTH622469,TXN-202412-0338,2024-12-14,Medianet,VISA,9414,434.92,13.92,397.08,USD,SETTLED,BATCH-2411
AUTH771319,TXN-202412-0339,2024-12-02,Datafast,DINERS,3570,39.65,1.39,36.08,USD,SETTLED,BATCH-6843
AUTH770206,TXN-202412-0340,2024-12-25,Datafast,DINERS,5600,31.6,1.11,28.75,USD,SETTLED,BATCH-6475
AUTH333593,TXN-202412-0341,2024-12-08,Medianet,AMEX,8861,35.25,1.13,32.18,USD,SETTLED,BATCH-7928
AUTH700873,TXN-202412-0342,2024-12-31,Medianet,VISA,3032,203.41,6.51,185.72,USD,SETTLED,BATCH-8335
AUTH363417,TXN-202412-0343,2024-12-09,Datafast,VISA,9496,35.84,1.25,32.62,USD,SETTLED,BATCH-5576
AUTH809708,TXN-202412-0344,2024-12-01,Medianet,DINERS,4155,73.72,2.36,67.3,USD,SETTLED,BATCH-4726
AUTH119753,TXN-202412-0345,2024-12-06,Medianet,VISA,1334,290.41,9.29,265.15,USD,SETTLED,BATCH-4807
AUTH453141,TXN-202412-0346,2024-12-02,Datafast,DINERS,2433,67.38,2.36,61.32,USD,SETTLED,BATCH-4822
AUTH712869,TXN-202412-0347,2024-12-28,Medianet,VISA,9789,104.16,3.33,95.1,USD,SETTLED,BATCH-9503
AUTH968626,TXN-202412-0348,2024-12-12,Datafast,AMEX,2871,62.38,2.18,56.77,USD,SETTLED,BATCH-5964
AUTH758439,TXN-202412-0349,2024-12-13,PayPhone,VISA,8312,58.17,2.21,52.76,USD,SETTLED,BATCH-7670
AUTH898247,TXN-202412-0350,2024-12-20,Datafast,VISA,7561,12.09,0.42,11.01,USD,SETTLED,BATCH-6610
AUTH675151,TXN-202412-0351,2024-12-20,Medianet,MASTERCARD,1875,308.64,9.88,281.78,USD,SETTLED,BATCH-7128
AUTH147350,TXN-202412-0352,2024-12-05,Datafast,VISA,8871,286.88,10.04,261.06,USD,SETTLED,BATCH-3650
AUTH247173,TXN-202412-0353,2024-12-02,Medianet,DINERS,6483,35.5,1.14,32.41,USD,SETTLED,BATCH-4748
AUTH789817,TXN-202412-0354,2024-12-16,Datafast,VISA,8343,399.77,13.99,363.79,USD,SETTLED,BATCH-2784
AUTH553190,TXN-202412-0355,2024-12-25,PayPhone,VISA,9615,2645.95,100.55,2399.87,USD,SETTLED,BATCH-8865
AUTH101142,TXN-202412-0356,2024-12-07,Medianet,MASTERCARD,9530,73.36,2.93,66.4,USD,SETTLED,BATCH-1434
AUTH276775,TXN-202412-0357,2024-12-04,PayPhone,VISA,5129,63.4,2.41,57.51,USD,SETTLED,BATCH-4458
AUTH852067,TXN-202412-0358,2024-12-13,Datafast,MASTERCARD,8816,1110.96,38.88,1010.98,USD,SETTLED,BATCH-4836
AUTH746962,TXN-202412-0359,2024-12-20,Datafast,MASTERCARD,5667,26.27,0.92,23.93,USD,SETTLED,BATCH-6901
AUTH363166,TXN-202412-0360,2024-12-22,PayPhone,AMEX,8353,2705.7,102.82,2454.06,USD,SETTLED,BATCH-4994
AUTH383393,TXN-202412-0361,2024-12-03,Datafast,MASTERCARD,1931,71.44,2.5,65.02,USD,SETTLED,BATCH-1020
AUTH254286,TXN-202412-0362,2024-12-19,Medianet,AMEX,6172,348.5,11.15,318.19,USD,SETTLED,BATCH-1907
AUTH782280,TXN-202412-0363,2024-12-11,Datafast,VISA,3641,44.74,1.57,40.71,USD,SETTLED,BATCH-6097
AUTH948027,TXN-202412-0364,2024-12-24,Medianet,MASTERCARD,3208,17.8,0.57,16.25,USD,SETTLED,BATCH-3950
AUTH998224,TXN-202412-0365,2024-12-15,PayPhone,MASTERCARD,2744,10.51,0.4,9.53,USD,SETTLED,BATCH-7303
AUTH146446,TXN-202412-0366,2024-12-23,Datafast,VISA,9033,75.03,2.63,68.27,USD,SETTLED,BATCH-7622
AUTH940361,TXN-202412-0367,2024-12-24,PayPhone,VISA,3035,35.54,1.35,32.23,USD,SETTLED,BATCH-6701
AUTH344599,TXN-202412-0368,2024-12-16,PayPhone,MASTERCARD,2808,221.75,8.43,201.12,USD,SETTLED,BATCH-4513
AUTH194396,TXN-202412-0369,2024-12-04,Datafast,DINERS,5573,298.12,10.43,271.29,USD,SETTLED,BATCH-7322
AUTH470959,TXN-202412-0370,2024-12-31,Medianet,VISA,9950,474.31,15.18,433.05,USD,SETTLED,BATCH-2829
AUTH656213,TXN-202412-0371,2024-12-13,PayPhone,VISA,7704,231.76,8.81,210.2,USD,SETTLED,BATCH-8825
AUTH729632,TXN-202412-0372,2024-12-15,Datafast,AMEX,6500,16.55,0.58,15.06,USD,SETTLED,BATCH-8477
AUTH899755,TXN-202412-0373,2024-12-07,Datafast,MASTERCARD,7840,18.16,0.64,16.52,USD,SETTLED,BATCH-4856
AUTH246708,TXN-202412-0374,2024-12-06,PayPhone,VISA,6831,293.81,11.16,266.49,USD,SETTLED,BATCH-2700
AUTH448256,TXN-202412-0375,2024-12-18,Medianet,VISA,9466,258.28,8.26,235.82,USD,SETTLED,BATCH-8445
AUTH645872,TXN-202412-0376,2024-12-10,PayPhone,MASTERCARD,2555,2578.48,97.98,2338.69,USD,SETTLED,BATCH-4546
AUTH393985,TXN-202412-0377,2024-12-26,PayPhone,VISA,9757,46.59,1.77,42.25,USD,SETTLED,BATCH-5971
AUTH740180,TXN-202412-0378,2024-12-28,PayPhone,MASTERCARD,2671,22.81,0.87,20.68,USD,SETTLED,BATCH-8005
AUTH982409,TXN-202412-0379,2024-12-07,PayPhone,MASTERCARD,1154,35.56,1.35,32.25,USD,SETTLED,BATCH-3535
AUTH118415,TXN-202412-0380,2024-12-12,Medianet,MASTERCARD,8088,12.69,0.41,11.6,USD,SETTLED,BATCH-5473
AUTH591408,TXN-202412-0381,2024-12-19,Medianet,VISA,2261,293.11,9.38,267.61,USD,SETTLED,BATCH-9299
AUTH300498,TXN-202412-0382,2024-12-01,Medianet,AMEX,9069,18.63,0.6,17.0,USD,SETTLED,BATCH-9115
AUTH985400,TXN-202412-0383,2024-12-25,PayPhone,DINERS,4461,149.55,5.68,135.64,USD,SETTLED,BATCH-3494
AUTH427343,TXN-202412-0384,2024-12-19,Medianet,MASTERCARD,6134,401.98,12.86,367.01,USD,SETTLED,BATCH-4212
AUTH261024,TXN-202412-0385,2024-12-25,PayPhone,MASTERCARD,7658,349.53,13.28,317.02,USD,SETTLED,BATCH-6717
AUTH142854,TXN-202412-0386,2024-12-03,Medianet,MASTERCARD,4985,438.76,14.04,400.59,USD,SETTLED,BATCH-9618
AUTH338401,TXN-202412-0387,2024-12-31,Datafast,MASTERCARD,2551,33.81,1.18,30.77,USD,SETTLED,BATCH-7162
AUTH201050,TXN-202412-0388,2024-12-17,Datafast,VISA,7683,6.6,0.23,6.0,USD,SETTLED,BATCH-6399
AUTH690894,TXN-202412-0389,2024-12-29,Medianet,MASTERCARD,4278,480.38,15.37,438.59,USD,SETTLED,BATCH-4991
AUTH880247,TXN-202412-0390,2024-12-25,Datafast,AMEX,2542,173.67,6.08,158.03,USD,SETTLED,BATCH-3513
AUTH561392,TXN-202412-0391,2024-12-02,Medianet,VISA,3755,483.46,15.47,441.4,USD,SETTLED,BATCH-8850
AUTH797290,TXN-202412-0392,2024-12-21,Medianet,VISA,8552,145.1,4.64,132.5,USD,SETTLED,BATCH-7357
AUTH582173,TXN-202412-0393,2024-12-06,Datafast,VISA,7005,349.61,12.24,318.14,USD,SETTLED,BATCH-8425
AUTH594052,TXN-202412-0394,2024-12-20,Datafast,MASTERCARD,6773,1070.28,37.46,973.96,USD,SETTLED,BATCH-2515
AUTH399581,TXN-202412-0395,2024-12-29,Datafast,MASTERCARD,8350,2125.47,74.39,1934.18,USD,SETTLED,BATCH-5272
AUTH658461,TXN-202412-0396,2024-12-10,Datafast,AMEX,3916,431.11,15.09,392.31,USD,SETTLED,BATCH-2281
AUTH558003,TXN-202412-0397,2024-12-05,PayPhone,DINERS,7789,129.48,4.92,117.44,USD,SETTLED,BATCH-4955
AUTH582634,TXN-202412-0398,2024-12-26,Medianet,VISA,2693,65.34,2.09,59.66,USD,SETTLED,BATCH-5480
AUTH480186,TXN-202412-0399,2024-12-22,Datafast,MASTERCARD,7857,16.0,0.56,14.56,USD,SETTLED,BATCH-4289
AUTH739277,TXN-202412-0400,2024-12-21,Datafast,MASTERCARD,5998,224.78,7.87,204.55,USD,SETTLED,BATCH-3037
AUTH483044,TXN-202412-0401,2024-12-04,PayPhone,VISA,7725,419.67,15.95,380.63,USD,SETTLED,BATCH-8890
AUTH219200,TXN-202412-0402,2024-12-11,PayPhone,AMEX,4570,419.04,15.92,380.07,USD,SETTLED,BATCH-7398
AUTH788186,TXN-202412-0403,2024-12-25,Datafast,DINERS,8995,68.25,2.39,62.11,USD,SETTLED,BATCH-8214
AUTH423761,TXN-202412-0404,2024-12-28,Datafast,VISA,9308,404.72,14.17,368.29,USD,SETTLED,BATCH-1546
